id_img,label
10052,angry
10065,fear
10079,disgust
10095,angry
10121,angry
10148,angry
10163,angry
10215,disgust
1024,disgust
10286,angry
10315,angry
10336,happy
10338,surprise
10371,angry
10382,sad
10399,happy
10415,neutral
10426,disgust
10551,sad
10554,angry
10583,fear
10699,angry
10702,disgust
1071,angry
10743,angry
10746,neutral
10818,happy
10823,neutral
10825,neutral
10839,happy
10854,angry
10970,angry
11002,disgust
11017,angry
11024,surprise
11028,angry
1106,disgust
11075,angry
11093,sad
11096,fear
11158,disgust
11169,happy
11186,angry
11188,disgust
11200,sad
1124,angry
11266,disgust
1127,disgust
11337,angry
11342,angry
11400,angry
11421,angry
11467,neutral
11561,disgust
11610,disgust
11613,disgust
11632,angry
11642,neutral
11675,angry
11694,angry
1177,angry
11813,angry
11841,angry
11849,disgust
11883,surprise
11949,angry
11964,angry
11986,neutral
12136,neutral
12144,neutral
1215,neutral
12171,neutral
12183,surprise
12230,angry
12237,disgust
12307,sad
1235,angry
12352,neutral
12489,sad
12680,angry
12695,angry
12733,disgust
12808,angry
12810,angry
12841,disgust
12842,neutral
12851,angry
12928,disgust
12945,disgust
13029,angry
13041,disgust
13057,surprise
13059,neutral
13092,neutral
13118,angry
13167,sad
13220,angry
13267,surprise
13279,neutral
13334,angry
13351,disgust
13376,neutral
13395,neutral
1340,angry
13431,disgust
1350,disgust
13514,sad
13533,fear
13535,angry
1358,sad
13582,angry
13599,neutral
13607,angry
13671,fear
13672,angry
13738,angry
13758,neutral
1386,surprise
13890,neutral
13978,surprise
14022,angry
14030,disgust
14058,disgust
14108,angry
14118,happy
14120,fear
14148,sad
14185,angry
14206,angry
1422,disgust
14243,angry
14315,disgust
14329,angry
14357,angry
14376,neutral
1438,neutral
14381,sad
14421,angry
14438,sad
14498,angry
14557,neutral
1460,neutral
14706,disgust
1477,neutral
14775,neutral
14821,angry
14831,angry
14870,angry
14945,neutral
15074,disgust
1508,angry
15138,angry
15172,neutral
15190,disgust
15194,disgust
15217,disgust
15222,neutral
15295,neutral
15474,disgust
15500,disgust
15502,neutral
1555,angry
15562,disgust
15637,happy
15644,surprise
15654,angry
15699,neutral
157,disgust
15709,happy
15712,angry
15715,surprise
15725,disgust
1575,disgust
15771,disgust
1582,neutral
15820,neutral
15821,neutral
15835,sad
1584,angry
15848,angry
15897,neutral
15919,angry
15941,disgust
15954,sad
15979,angry
16033,neutral
16102,happy
16169,disgust
16222,neutral
16233,disgust
16287,disgust
16292,angry
16380,angry
16406,angry
16410,disgust
16413,neutral
16428,neutral
16506,sad
16510,surprise
16557,neutral
16565,neutral
16643,angry
16659,disgust
16681,angry
16711,happy
1672,disgust
16764,happy
16768,angry
16783,neutral
16792,angry
16875,angry
16999,disgust
17024,angry
17053,neutral
17085,neutral
17099,sad
17167,disgust
1717,angry
17170,neutral
17186,disgust
17209,happy
17211,angry
17228,neutral
17259,happy
17316,angry
17344,disgust
1736,angry
17371,disgust
17413,disgust
17428,happy
17445,sad
17452,angry
17502,sad
17536,disgust
17647,disgust
17700,disgust
17705,surprise
17731,angry
17735,happy
17736,angry
17752,angry
17787,sad
17910,angry
17939,angry
18001,neutral
18050,angry
18140,disgust
18142,fear
18161,surprise
18166,surprise
18183,disgust
18200,angry
18247,disgust
1825,happy
18254,neutral
18284,angry
18376,angry
18380,angry
1841,angry
18415,disgust
18445,angry
18459,angry
18466,disgust
18492,happy
18534,neutral
18565,angry
18566,neutral
18588,angry
18593,angry
18602,angry
18617,neutral
18633,angry
18695,angry
18715,disgust
18779,angry
1880,disgust
18810,angry
18837,angry
18882,angry
18903,angry
18949,neutral
18983,sad
1899,angry
18994,angry
19014,angry
19060,sad
19067,neutral
1908,disgust
19093,angry
19108,angry
19114,neutral
19115,disgust
19140,disgust
19152,angry
19268,neutral
19292,angry
19309,disgust
19392,disgust
19476,disgust
19477,disgust
19485,angry
1966,angry
19664,neutral
19732,disgust
19811,sad
1983,disgust
19832,disgust
19877,neutral
19906,fear
19923,angry
1994,happy
19950,surprise
19961,happy
2006,disgust
20222,angry
20227,neutral
20287,surprise
20290,disgust
20298,surprise
20303,angry
20312,angry
20328,sad
20353,disgust
20374,disgust
20451,neutral
2050,angry
20505,disgust
20532,angry
2055,angry
20629,angry
20630,disgust
20635,angry
20640,neutral
20653,angry
20673,angry
20686,happy
20736,disgust
20739,neutral
20796,happy
20817,happy
20849,sad
21068,angry
21099,sad
21111,happy
21131,fear
21135,disgust
21161,angry
2117,surprise
21173,disgust
21284,neutral
21371,angry
21374,disgust
2142,angry
21447,happy
21472,angry
21511,disgust
21512,disgust
21520,angry
21541,neutral
21573,fear
21670,neutral
21703,angry
21723,surprise
21782,angry
21836,angry
21865,angry
21916,disgust
21921,disgust
21922,neutral
2194,disgust
22089,angry
22183,neutral
22184,angry
22198,happy
2225,angry
22309,angry
22334,sad
22375,happy
22516,disgust
22695,angry
22733,disgust
22739,angry
22789,angry
22807,neutral
22810,angry
22832,angry
2290,disgust
22990,disgust
23,sad
23008,disgust
23041,disgust
23059,disgust
23085,angry
23164,neutral
23194,angry
23215,neutral
23230,angry
23246,angry
23327,disgust
23404,neutral
23468,happy
23473,angry
23488,angry
23521,neutral
23532,angry
23749,disgust
23780,angry
23783,angry
23814,angry
23847,angry
23886,disgust
24067,angry
2407,neutral
24071,disgust
24176,disgust
24184,angry
24252,disgust
24378,sad
24412,sad
24428,angry
24435,happy
24437,disgust
24441,sad
24466,angry
24490,angry
245,disgust
24501,disgust
24542,angry
24660,sad
24678,angry
24711,neutral
24789,angry
24797,angry
24819,angry
24821,neutral
2484,angry
2486,sad
2487,angry
24886,sad
249,disgust
24959,surprise
24967,angry
2498,disgust
24992,disgust
25082,sad
25088,angry
251,disgust
25101,angry
2511,angry
25131,disgust
25144,disgust
25209,angry
25255,angry
25343,happy
25360,neutral
25435,disgust
25528,angry
25542,angry
2557,angry
2558,angry
25612,angry
25681,neutral
25688,sad
25778,angry
25795,neutral
2581,neutral
25811,angry
25813,angry
25844,disgust
25874,angry
25876,angry
25886,angry
25891,angry
259,angry
25944,disgust
25973,neutral
26025,neutral
26038,angry
26059,angry
26121,neutral
26124,sad
26137,happy
26163,angry
26175,sad
26177,disgust
26181,angry
26185,happy
26248,happy
26264,disgust
26267,sad
26337,surprise
26344,angry
26437,angry
26446,disgust
26462,neutral
26572,angry
26597,happy
26618,neutral
26620,disgust
2668,angry
26725,angry
26789,angry
26845,angry
26860,sad
26886,angry
26899,angry
26900,angry
26919,angry
26928,disgust
26956,happy
27016,angry
27022,disgust
27054,sad
2709,neutral
2712,angry
27284,angry
27296,angry
27385,angry
27413,neutral
27464,angry
27483,neutral
27544,angry
2762,angry
27652,disgust
2770,disgust
27704,happy
27715,surprise
27726,surprise
27744,neutral
27770,angry
27777,angry
27798,disgust
27828,happy
2791,angry
27967,sad
27982,disgust
28015,neutral
28058,angry
28062,angry
28120,angry
28144,angry
28148,angry
28149,angry
28207,angry
28248,angry
28288,angry
28300,angry
28401,happy
28438,angry
28498,sad
28509,angry
28543,angry
28547,disgust
28560,disgust
28585,angry
28614,angry
28618,neutral
28620,angry
28660,angry
28707,fear
28720,disgust
28731,angry
28737,angry
28743,disgust
28749,angry
28800,surprise
28840,disgust
28867,angry
28884,neutral
2890,angry
28932,sad
28952,angry
29085,disgust
29119,angry
29132,disgust
29202,happy
29266,angry
29319,surprise
2933,disgust
29414,disgust
29471,surprise
29477,neutral
29493,angry
29523,angry
29527,disgust
29554,angry
29571,disgust
29581,angry
29588,angry
29614,disgust
29669,happy
29685,disgust
29730,happy
298,disgust
29818,angry
29866,neutral
29929,sad
29931,surprise
29947,angry
29977,angry
29980,angry
30002,happy
30004,angry
30015,happy
30024,angry
30058,angry
30059,neutral
30082,angry
30085,disgust
30171,angry
3021,angry
30260,neutral
30273,sad
30290,neutral
30305,angry
30320,disgust
30325,disgust
30394,angry
30415,angry
30420,surprise
30456,neutral
30458,disgust
30460,angry
30490,neutral
30509,happy
30535,angry
30563,neutral
30584,surprise
30619,disgust
30901,angry
30933,disgust
30944,happy
3099,neutral
31033,angry
31042,angry
31081,neutral
31083,neutral
31138,fear
31142,angry
31203,angry
3121,disgust
3137,disgust
31491,angry
31529,angry
31544,angry
31609,neutral
31635,neutral
31693,disgust
31703,neutral
3176,neutral
31849,surprise
3186,disgust
31873,angry
3188,happy
31928,angry
32023,angry
32024,sad
32153,disgust
32161,angry
32223,disgust
32231,angry
3226,angry
32278,disgust
32281,angry
32298,disgust
32336,surprise
32352,sad
32367,fear
32454,disgust
32464,fear
32473,disgust
3248,disgust
32481,surprise
32506,sad
32512,angry
32575,neutral
32584,angry
32617,fear
32662,happy
32755,angry
32777,disgust
33015,angry
3303,surprise
33105,surprise
33131,angry
33221,angry
3327,sad
33301,happy
33308,angry
3334,sad
33352,disgust
33444,neutral
33450,angry
33459,disgust
33494,angry
33560,sad
33573,disgust
33633,angry
33666,angry
3370,angry
33729,angry
3377,angry
338,angry
33809,angry
33829,angry
33890,neutral
33924,happy
33926,disgust
3393,neutral
33935,disgust
33977,happy
33987,disgust
33998,disgust
34036,happy
34040,disgust
3412,angry
34138,angry
34151,disgust
34175,angry
34178,angry
34184,angry
34238,happy
34259,disgust
34352,sad
34359,angry
34363,neutral
34448,sad
34474,angry
3449,angry
34507,fear
34581,angry
34592,fear
34596,sad
34620,angry
3467,angry
34714,angry
34778,angry
34879,surprise
35009,angry
35010,angry
35028,angry
35041,angry
35059,angry
35145,angry
35149,angry
35162,disgust
35210,disgust
3522,neutral
35261,fear
35298,angry
35407,angry
35425,disgust
35439,angry
35447,fear
35514,happy
3558,angry
3564,angry
35669,neutral
35681,angry
35682,angry
35731,angry
35753,fear
35805,disgust
35809,neutral
35820,angry
35828,angry
35881,angry
35884,neutral
3599,sad
3632,disgust
377,sad
38,angry
3802,disgust
3819,disgust
3839,happy
3862,disgust
3870,neutral
3913,neutral
4015,disgust
404,surprise
4060,neutral
4077,angry
4100,angry
4196,sad
4229,happy
4306,disgust
4317,neutral
4324,angry
4349,angry
4384,angry
4396,surprise
4397,sad
4459,angry
4468,disgust
4502,angry
4579,angry
4616,disgust
4637,neutral
4660,sad
4665,angry
4670,disgust
4700,angry
4751,surprise
4807,surprise
4878,angry
4937,sad
5010,angry
5060,neutral
5064,neutral
521,happy
5220,angry
5233,angry
5244,angry
5259,angry
5312,sad
5317,angry
5400,angry
5422,fear
5432,angry
5434,disgust
5459,disgust
5519,angry
5564,surprise
5570,angry
5582,disgust
5607,sad
5610,neutral
5637,angry
5732,angry
5739,neutral
5780,angry
5810,angry
5822,angry
5859,disgust
5883,angry
5888,surprise
589,angry
5902,angry
5962,angry
6009,angry
6017,disgust
6075,disgust
608,sad
6088,disgust
6119,disgust
6129,angry
6155,fear
6225,fear
6232,angry
624,sad
6274,disgust
6278,surprise
6283,disgust
6321,neutral
633,angry
6347,angry
6364,sad
6365,neutral
6375,disgust
6390,disgust
6420,angry
6426,sad
6471,angry
6484,disgust
65,angry
654,neutral
6547,sad
6555,fear
6561,angry
6566,fear
6580,angry
6581,disgust
6584,surprise
6618,angry
6621,fear
665,sad
6652,angry
6726,angry
6739,angry
6745,sad
676,neutral
6766,angry
6809,fear
6890,disgust
6923,angry
6955,disgust
6965,angry
7015,angry
7056,angry
7103,neutral
7136,happy
7174,angry
7219,neutral
7257,disgust
7261,disgust
727,disgust
7284,angry
7291,angry
7409,angry
7492,disgust
7550,angry
7559,surprise
7589,happy
764,angry
7655,disgust
7668,neutral
7729,disgust
7777,disgust
7793,disgust
7811,sad
7886,neutral
7919,fear
7937,disgust
7979,angry
8000,angry
8001,angry
8052,angry
8096,sad
8103,neutral
8130,angry
8151,angry
816,angry
8267,neutral
8275,angry
8299,angry
8402,neutral
842,disgust
854,angry
8555,neutral
8581,neutral
8593,sad
861,neutral
8661,fear
8685,disgust
8719,angry
8734,happy
8902,angry
8916,neutral
8969,angry
9012,angry
9059,neutral
9100,angry
9156,angry
9266,surprise
9293,angry
9331,angry
9400,angry
9567,surprise
9615,angry
966,angry
9691,neutral
9698,neutral
9715,angry
9748,disgust
9785,disgust
9802,neutral
9811,neutral
9862,disgust
9884,sad
9931,angry
10053,disgust
10435,disgust
10532,disgust
1115,disgust
11222,disgust
11529,disgust
11639,disgust
12417,disgust
12753,disgust
13372,disgust
13597,disgust
13652,disgust
13847,angry
14041,surprise
14869,disgust
14954,neutral
14958,disgust
15110,disgust
16021,disgust
16054,disgust
16121,disgust
16264,disgust
16718,disgust
17260,angry
18077,neutral
1843,disgust
18464,disgust
18716,angry
19649,angry
19734,disgust
19770,disgust
19801,disgust
19831,disgust
20761,disgust
21744,disgust
21765,disgust
21851,fear
22320,disgust
2275,disgust
23141,disgust
23153,sad
23665,disgust
23876,surprise
24578,disgust
25267,angry
25538,disgust
25541,happy
26859,happy
2732,disgust
2742,disgust
28332,disgust
28390,surprise
28710,disgust
28987,disgust
29158,disgust
29269,disgust
30347,disgust
30428,disgust
30499,disgust
30601,disgust
30719,disgust
30761,disgust
30907,disgust
3101,disgust
31232,angry
31323,neutral
31796,disgust
31828,disgust
32487,fear
32681,disgust
33209,angry
33284,disgust
33561,disgust
33670,disgust
33995,disgust
34022,angry
34432,disgust
34505,disgust
34519,disgust
3521,fear
35376,disgust
35580,disgust
3690,disgust
3778,disgust
4002,disgust
4004,disgust
4265,disgust
4312,disgust
4481,disgust
4737,disgust
5085,disgust
533,disgust
573,disgust
6231,disgust
6926,disgust
7068,disgust
7192,disgust
7405,fear
7455,disgust
7592,disgust
7835,disgust
807,disgust
8415,disgust
8585,disgust
8726,disgust
8893,disgust
8948,disgust
9043,disgust
9297,disgust
9460,disgust
9504,disgust
10029,surprise
10043,angry
10044,happy
1008,disgust
10099,neutral
101,surprise
10189,happy
10263,disgust
10267,disgust
10278,angry
10292,disgust
10355,surprise
10409,happy
10437,neutral
10443,sad
10445,sad
10458,angry
10489,surprise
10493,disgust
10534,surprise
1075,fear
10758,sad
1079,sad
10797,fear
10832,sad
10933,angry
10944,surprise
10968,neutral
10979,neutral
11030,disgust
11036,angry
11039,neutral
11054,neutral
11057,neutral
11104,sad
11112,surprise
11137,surprise
11143,angry
11146,surprise
1116,sad
1128,surprise
1133,neutral
11353,angry
11360,happy
1137,neutral
11381,disgust
11412,angry
11416,sad
11471,disgust
11536,surprise
1154,neutral
11559,angry
11587,angry
11653,fear
11682,surprise
11687,sad
1169,neutral
11704,fear
11706,neutral
11727,disgust
11729,fear
11747,disgust
11754,angry
11774,neutral
11816,disgust
11855,angry
11904,disgust
1193,surprise
11944,surprise
11968,surprise
11999,disgust
12063,neutral
12125,sad
12255,happy
12259,happy
12313,fear
12334,angry
12350,surprise
12383,happy
12431,disgust
12440,neutral
12472,neutral
12496,sad
12527,fear
12578,happy
12592,fear
12634,angry
12674,sad
12676,angry
12698,surprise
12712,angry
12737,surprise
12809,disgust
