ID,SeriousDlqin2yrs
129460,0.08605300019863257
134018,0.016467089057327206
86523,0.013022474749293873
138466,0.006830019478181067
143905,0.006462190518804068
118893,0.5073909122486893
124587,0.006508987615690441
136337,0.07261680998940145
16700,0.019337360757725186
57857,0.05392170466780215
15734,0.012006488940990677
108865,0.013260737911051661
70643,0.022233707362447095
63937,0.01657809558247893
45630,0.46133989301014094
134,0.013764120348059407
19051,0.00720487887394275
70017,0.011743254042040848
141425,0.012439439458640929
54428,0.017019761505435035
22909,0.063208429003575
50665,0.18291139770098802
14452,0.010716067933814336
25646,0.060185902304549
7670,0.3067973361235452
58203,0.007022142755487703
34957,0.015112612829761528
12339,0.013248679603843181
57387,0.016375539139131236
135184,0.00954958383473491
67705,0.17505524137718959
88706,0.007627907445701024
50761,0.006616393505093474
128898,0.2764079022267925
141806,0.4077604103154165
26485,0.013950122270907347
35726,0.0869832983262823
7684,0.01772070496294182
110249,0.007785324082869395
93798,0.47817816423173826
15352,0.02861439934035946
124345,0.061501012499224336
114161,0.007563528651636916
134264,0.148590649482912
25722,0.00896409019029187
80217,0.006479315709599368
39434,0.02157695494363906
148053,0.020895588819903648
36794,0.008629988109759667
36180,0.012571634982585195
111180,0.04042152714626861
109175,0.03843287185522488
89108,0.011879777158950437
102313,0.01271111085245725
1237,0.20921136305791646
115697,0.10186891650457582
117088,0.08861379132422784
32708,0.013196910583023896
56470,0.06192289627921296
32678,0.023213778698441247
7520,0.012297787257634474
19850,0.5006299322237951
59381,0.014292227974956368
72715,0.08142005721140019
120597,0.10170370962175701
64821,0.06998469192927945
85756,0.21837371797462193
87380,0.08757530458215419
4468,0.08372860743539487
117685,0.014694354467756264
14303,0.0353497290021654
137190,0.011268507544887568
16530,0.016485128291251774
87639,0.024458210797364828
52576,0.014475426858565437
51230,0.06976696995340582
8197,0.09562098288457675
8926,0.008897625877851714
12082,0.018032189594382166
36469,0.021346260302007553
71537,0.09334458947420889
143473,0.04057957676442454
40512,0.07160704245521295
142333,0.00873841780041757
122859,0.013870017441828766
123494,0.5250929573335883
11783,0.01501709103377684
93815,0.0497882906306134
34965,0.029287542362342094
28589,0.14943546254546855
4382,0.019842746800634
103120,0.018672421334482242
67853,0.0069130229750263604
1341,0.01186500430306729
61792,0.009612132619284033
133333,0.012233850256333638
33457,0.01749935095742577
84785,0.02781068939999728
88130,0.00970193306627549
44198,0.012063789709234633
119157,0.009639430627624573
24998,0.010535359518509224
122763,0.07474954847503998
121251,0.28122379709529505
78085,0.08384111636661516
5826,0.14211258800239043
10776,0.06664894193217977
149700,0.03551238131875493
41971,0.007782217969764269
45082,0.08292495177844554
99466,0.1039184425681482
105695,0.023769599977380013
46531,0.006984835286707126
92571,0.011740371066951891
149280,0.4563260357880075
9307,0.00849009110943733
3832,0.3282764344189487
136229,0.07463599667176447
9749,0.0434579432714883
22416,0.02120854256754463
8923,0.037255137617919695
122317,0.012284677463926285
75316,0.01676837333662113
90063,0.011340501783606481
125217,0.011919480574440602
7152,0.0466618815291323
98829,0.007597099053559471
7731,0.025971186022356
73791,0.09234158087596646
77593,0.01959729237301684
44064,0.007083928578812522
97789,0.007384047281888972
96776,0.011729149041065865
65178,0.20768009935082268
91449,0.01604721431202485
99847,0.09556913729980147
67431,0.05924511841535067
37950,0.019940358697787906
25116,0.014345353481657157
125291,0.07421222212663253
81884,0.010452751957077375
54800,0.0913783331603963
56112,0.09853727225907152
101235,0.0077816649488115786
46574,0.020834160812461235
40808,0.03496880973968303
142283,0.017679539270579043
51874,0.006604309126883199
51128,0.485482710946129
114138,0.021371117693755395
13547,0.01315649437286521
6473,0.009040958139669795
26439,0.21225323518251407
117091,0.17791576636137893
18597,0.008199380159127299
94348,0.01470058661925585
30020,0.018642299749873147
63311,0.09158853255058871
29567,0.1369558296509101
137357,0.017332147734581485
116355,0.0195374985866037
16821,0.012108480738248243
145830,0.12574964432586413
94237,0.008787495490478973
138891,0.007429342066282891
125287,0.010312922124356989
43538,0.15180229179791507
18098,0.3507213429608826
11471,0.01679102620162284
50859,0.15436706858574814
105579,0.01369187445397265
1026,0.16200118264847582
48669,0.007582520844854789
4369,0.05203290849834754
8675,0.011446550637758426
30495,0.0068560181878164796
46390,0.03434085105238779
85342,0.04122995027430274
145455,0.10937353219822477
84151,0.015302466544604914
99728,0.09435378328659513
51431,0.06265884979566541
40461,0.04606010214808865
74752,0.062417353232884484
146347,0.019405883471851414
89627,0.0191595556205895
119495,0.11446651112624986
5535,0.06817861128446086
6886,0.0654965419591768
82573,0.014752517717990491
5856,0.019292488077193012
112565,0.00853151610144239
141875,0.025418311439468527
116917,0.034942309180274835
82648,0.060670807784520366
61263,0.02096062278833417
149132,0.03802853397680723
136782,0.0091882420118093
73326,0.16935954340024922
36736,0.02969535874062704
135464,0.021445956086447462
134733,0.014293819576958222
109407,0.033283735629186635
80387,0.025463319586100947
69821,0.012261082993576528
36225,0.007745651420438113
106353,0.09354494419754206
23899,0.043955044663085044
98340,0.07741416363211237
1459,0.011766074822474977
124570,0.023895527034326115
125522,0.01436213415279954
65121,0.015089223820321965
111475,0.010410605895062767
134388,0.10734055899452782
136272,0.04161433129667543
63305,0.017632410779439025
51318,0.017603238557077346
124790,0.013166628840221687
137374,0.01475344738616327
61364,0.1302624629099115
130363,0.507676408662071
115501,0.5026120636929094
126422,0.10695287709782607
74959,0.011329191404547655
20728,0.0071169673150434706
98840,0.009575008670003783
86036,0.006593605885884224
126021,0.009604129636534994
106773,0.016104405272233783
114366,0.02794546152484761
38396,0.07293157051040729
64618,0.08178194697804532
44641,0.18999136243319734
15441,0.014986892197053297
70716,0.012376468234006226
149477,0.010456385741167515
4458,0.15036456063536455
85932,0.015549822100107531
96810,0.10077256957720529
35535,0.6718215467820541
25662,0.029116887378058114
81621,0.06118764646849207
50408,0.010975889812618803
91625,0.0709666752057546
144293,0.011897557085918624
102549,0.020012361597188607
126255,0.10459953534925802
121831,0.07809017367588554
102237,0.10308374996358345
87682,0.09970656829381219
1128,0.15588879792486582
113669,0.014471856857470508
143810,0.0296141564962343
2537,0.014687405367485935
32514,0.01312914284662266
27431,0.018038527324435675
12324,0.006998094732243794
4255,0.011327022569506457
120638,0.23798914165501306
140287,0.009449861539075052
15575,0.016201941374116756
102682,0.0632380609062004
66848,0.024296367621446477
42860,0.007282522171526816
64695,0.09148437911053788
78618,0.009794831362463074
125868,0.015818510572044517
95046,0.06280785350102129
148199,0.01096756966611913
48429,0.09704621704370277
103265,0.05244881717756232
88744,0.028623955317534346
95916,0.009709545067339077
85231,0.009549613513663827
59848,0.016545999837454937
102903,0.007461569323816764
6418,0.04716999394394312
56585,0.014001392751648523
16433,0.008776099558481628
143329,0.07557725814078466
35325,0.07956336184171225
129113,0.08066280728538769
20640,0.022495894409561745
81767,0.20849766405656994
125251,0.013451330863751165
111116,0.28048822385075967
78367,0.012149866820136645
91129,0.09117809568977701
100868,0.024470354448408598
142892,0.009691075374881102
54362,0.03567949346670253
90671,0.014703139295024103
68108,0.0089783109132309
24347,0.011823330966655445
64400,0.007805060181499338
11051,0.00840401984120357
23652,0.01227331043058825
35741,0.009585272837234902
106355,0.6636341812508326
43631,0.009741624937356658
60105,0.03905865203310481
4167,0.027770175494537797
139748,0.019988408641939025
108628,0.020095852778015295
130842,0.014707927654538261
73121,0.1593563315025315
144847,0.09899583273972165
98908,0.018794912543169392
107258,0.013365256344302018
7310,0.016744773951739334
66363,0.07960087746605776
105182,0.014791800537738027
109290,0.03887842475699302
30480,0.015278813084826589
117321,0.020646318197436273
101188,0.44153202665708
51893,0.006672673806513066
72716,0.017576689754627266
133102,0.010624740035725631
25151,0.01500769230213209
87813,0.4256627117184877
75161,0.0073061956434289825
69389,0.009521050868801855
99673,0.060704340458742824
124140,0.009528286827326017
78958,0.019681815490961402
93773,0.013252590491331913
48062,0.0959145997170767
127963,0.014532427554463859
92341,0.02246120641824954
51786,0.041112554804473386
123328,0.009765709258490782
86416,0.011537193239284793
48391,0.018175452065607986
7238,0.3973593176960429
77088,0.011328281362241763
60633,0.07531467192950898
127141,0.010798486735446745
83640,0.01617733211451651
94760,0.03515982147869821
99612,0.02324368902790503
75729,0.018559030797701367
74668,0.008822399604540825
91592,0.07713418254111669
8120,0.012782302749201155
52033,0.03997822546894232
91872,0.015621960410638382
3618,0.007595897359789153
18561,0.01102169049553712
113602,0.012752224283345095
140838,0.05268527733038717
148161,0.04710924050905346
145995,0.016589151165198462
38762,0.01745808150218548
11025,0.013596058977952848
60824,0.00840514401029587
30964,0.01597059729015858
34568,0.057809965259870914
44328,0.032181783589013795
77621,0.012477788415187588
17489,0.16222560713257006
1449,0.03274229760230301
111125,0.010384596884919158
56855,0.02932734232754091
21162,0.07784525206792656
21765,0.05022421908100996
70454,0.015261284707297184
141564,0.215427490553143
122653,0.011035816792861159
81969,0.011380928959255113
6623,0.016521828527265782
13636,0.03699248882403802
35440,0.499553826802288
427,0.07872793484048136
91482,0.011402060741982842
16494,0.5181594417759692
9668,0.01683377773041958
25314,0.009998743012788363
6527,0.3329627739146427
113696,0.04239924666917104
120716,0.04581835115275259
123407,0.08308616882701486
6045,0.028085881831731482
102619,0.07082149219050969
89593,0.02868247144076287
146461,0.006984941053623925
144504,0.013737273890659667
33304,0.4116177013898213
38522,0.012602429806226821
35919,0.01867658224986109
12916,0.04429159552538171
64933,0.08266046537484353
65146,0.037375234083709664
20257,0.20807503804585092
13337,0.047115416094138926
49821,0.27463281444374277
35035,0.007537031027867604
52244,0.011394013369977404
61391,0.009716741566731562
59255,0.016163482006753143
82951,0.013937306056528325
77312,0.10227408893799705
121599,0.023414135030766677
73110,0.010542991332926101
63200,0.0138012576519279
148328,0.00723507999159096
134738,0.14693138794284252
12550,0.040629425200884806
36966,0.0514826459475023
117478,0.013299260304888403
7824,0.1221194390244411
18671,0.013962406723580047
12238,0.009756813957654382
113183,0.018608015565041797
138486,0.09291688940257399
135525,0.008989480025325982
89449,0.06111157131567993
74982,0.01588178753460118
82665,0.014939173244222257
148908,0.019715609325446852
110931,0.009986947356171253
135483,0.02249198550461441
74838,0.04326368789393896
113813,0.07164556866312703
74545,0.45204434560594925
98377,0.015121353253569923
4788,0.021435146120750405
17861,0.007732606472887528
48878,0.22554500872022104
33410,0.1718287808569664
31696,0.007651800299489512
114449,0.009056101730845376
25788,0.018752727016779873
141779,0.00921910576842895
94354,0.008009578868147094
20374,0.050717016072341095
35587,0.007230780436962239
53581,0.07486647161037319
96356,0.07599241370954873
55729,0.021056559999465294
127598,0.015967863154782193
23760,0.048547216969084525
75498,0.007192869908633189
18516,0.013417831073250524
47209,0.015798717058730614
20941,0.01396351059559982
48549,0.023963133594961335
59387,0.0990663133566877
119215,0.02165010767323094
72253,0.018587237476473797
49924,0.08533959322905603
123466,0.017433194926096292
95055,0.3427804961464311
111457,0.05105910043149947
73306,0.32640467840547743
99154,0.10297880912225295
8249,0.2942565723411252
47007,0.007950038105062066
22760,0.05292339627282926
141212,0.07350849741098735
121061,0.062387683646954864
1847,0.028334159993331148
17047,0.009205547042766897
79153,0.020572310211528055
97307,0.015930567304298253
112605,0.033104006384622166
6181,0.017345354487472563
133193,0.014841516226294505
48299,0.01192883196456294
11793,0.009550142957118838
23345,0.006479315709599368
109678,0.00838067325339564
64100,0.012145980810909509
95271,0.01646574391830754
145753,0.07870181805280307
139739,0.014871960316497904
35141,0.02248142137615928
73076,0.014796209358118458
27110,0.012071031790529419
103760,0.09182567988357525
13277,0.015385500627693732
135351,0.06309748918828471
77959,0.014810628562005318
58411,0.07351808785060318
2346,0.013654546072384028
145711,0.16553482583512058
41475,0.05558646769400532
102443,0.02008556226144051
43839,0.45986961007404975
126788,0.5700813284148888
83174,0.5092118884724732
7137,0.09985156967261273
43256,0.02262004935716935
112876,0.021380128719105242
31034,0.061762486794410515
73489,0.016578320472663548
102108,0.054345116217908586
136720,0.012644795258011675
10254,0.019869805891312667
122083,0.011369036298627034
94683,0.0734896514142195
84309,0.014213029946830054
117684,0.23445419488454194
112563,0.08861603912229556
135195,0.07620330051131392
43633,0.12305169624234841
51680,0.04885408300105226
112812,0.06362754363066066
86540,0.009843610428443278
27185,0.09101918392028346
53039,0.012934507828919674
99611,0.026127470430679218
41063,0.06874824213244235
85471,0.0233558484614232
147094,0.04630001198808824
90426,0.024194687794112834
54757,0.006691182250984467
38420,0.022815296688439055
12487,0.01621733471820462
105351,0.16802164751660234
104084,0.010572759684740836
17085,0.008134281322276405
126312,0.041145882584119595
102967,0.04086405589013226
128155,0.011858136567924435
55487,0.016732254855498452
88489,0.017085145091182353
6709,0.007178022184284392
89488,0.025741906477125685
131366,0.07400817721528707
12182,0.13685510958374467
42157,0.01507127631732734
42217,0.022767117373486582
77996,0.020068928559740767
131091,0.035200796346187856
39249,0.09385367278954938
139367,0.009405436217983764
35382,0.030915212341583644
102884,0.13019803050009707
98592,0.04569430460603162
123498,0.07497120351039416
42488,0.02400963206291344
8456,0.034789161844797585
12376,0.06449734590744124
20160,0.036575636118155286
143667,0.008927434562867527
34949,0.013787933234357954
69311,0.02031525438878089
925,0.022150235486027296
46791,0.014851193261949096
105258,0.014395744359397692
91884,0.009550673926528162
143763,0.014427994364369848
61288,0.012352808464460786
593,0.018303480375010128
96955,0.01871821082477618
586,0.2711801556337334
105685,0.014581678132237255
133222,0.19628591247875274
43007,0.02577266507895986
139305,0.025892885120832716
18039,0.028888003021728555
123467,0.07875044253011859
11926,0.018351920970501236
80773,0.015024530162405613
128641,0.3954727815106413
55471,0.023276236774079327
59906,0.02936177248502623
11618,0.32676913482625297
76625,0.07370300774292414
54513,0.01652475912499993
25,0.013314974655614
50313,0.5322946410407331
34392,0.01009036477577141
12352,0.04943545712576509
130790,0.4905836531260733
71456,0.018211978498435477
96489,0.01691177684283598
143716,0.5892485800123733
65981,0.014663581717502079
44623,0.015815405421234875
7090,0.01471527496335147
54529,0.29553050817015797
6828,0.028972405110083248
13041,0.006697092289620594
62859,0.028204723656448674
50776,0.026172593290812642
64691,0.013183263293228237
2199,0.008644203714250006
137673,0.06681291215402466
89207,0.007547306234307575
105396,0.01670902723636967
142822,0.0914450747448556
36342,0.039189213895892354
141229,0.025067323852702075
20865,0.015565374064126806
63103,0.027268945799241037
127171,0.014735756717798585
147415,0.008131603083229277
2609,0.013949445879766336
87431,0.009968316280459006
30198,0.04020035637110893
120106,0.020610450059512567
32624,0.08214647791834517
117518,0.01872353340128797
72635,0.042940830593319775
90577,0.02372256095377361
147026,0.03072160594146755
80409,0.009681361285401329
29527,0.062155776528992526
39508,0.4344799059513151
93356,0.014687107760826467
135632,0.021862270424121047
74943,0.01599357956445139
15901,0.013618106092938977
105736,0.04333231780068096
109997,0.03468553082399382
135992,0.009484266630765244
45338,0.0885155094583031
40378,0.026008273808132247
665,0.016417819357662334
88437,0.250948554176433
76725,0.015027167289387711
123116,0.25338714835819126
85368,0.03334281355189255
84690,0.008406429721067143
46676,0.07232151128199316
54508,0.011443592594730583
93955,0.014958785502553537
77643,0.29922593399082564
51437,0.01964115301907746
127979,0.08239469571068984
25657,0.02141779872948629
140235,0.014590400930182013
95338,0.1406881592571595
1875,0.007291839594422533
130512,0.008504888923526948
2571,0.03465611749105262
85190,0.03087815225977035
29457,0.19060286661462386
5568,0.011793837442223122
86254,0.3704989893415182
54648,0.32153203692375815
129206,0.018891138556124273
104110,0.02494823357751534
39494,0.06841234561475902
57902,0.009701899924246698
68427,0.012188053512608559
38400,0.03221438891071974
3883,0.009938818484960144
142771,0.03145308844519744
55990,0.016160698397821888
78096,0.366023947060868
12912,0.018650149383453715
92595,0.09592057448338578
53932,0.013180280533290302
45230,0.07361919008113256
118114,0.010226129335352642
47423,0.10989632494951496
89140,0.1391583207875662
92399,0.015553655479543937
119365,0.03507899261720013
76687,0.016687860619008288
22190,0.15921997625295609
86718,0.018514112153267474
9496,0.4582693528425747
88274,0.03977392312717599
24257,0.014770497472575772
97855,0.023965113643151247
8281,0.012740916287417175
87054,0.030708859612433973
58992,0.024293579784706774
143668,0.008968257537196492
31299,0.041630234880145334
128261,0.034552594478139936
72600,0.035465842713986014
8261,0.024599906416824132
14154,0.09024266160162168
88436,0.007253656123304155
27341,0.3386635889015775
5777,0.018260728510812157
43744,0.019959889380827284
