id,Price_euros
6,2015.5085019746161
8,1053.0083868576346
14,7339.797457284488
21,1075.2173709204296
22,508.1519676086474
27,1154.9084313810472
29,660.5942655503242
32,1004.6711862503747
38,595.2737241891621
41,1199.3263995066375
59,588.7416700530459
60,1152.2956097266008
62,1849.5943269172647
71,1161.4404855171636
75,991.6070779781423
76,1179.7302370982889
77,2110.876492361913
81,1171.8917721349494
82,1056.9276193393043
83,1980.2354096395889
86,2082.1354541630017
87,1679.7609193782437
88,1094.8135333287782
90,608.3378324613946
91,2110.876492361913
93,930.6135379420924
97,633.1596381786361
104,725.9148069114862
108,1967.1713013673564
114,1062.1532626481971
115,1165.3597179988333
122,1043.863511067072
128,847.003244999805
133,2126.5534222885917
140,1135.3122689726988
143,839.1647800364656
145,718.0763419481467
146,1207.164864469977
149,1905.769992487864
151,595.2737241891621
152,1103.958409119341
153,588.7416700530459
157,667.1263196864404
158,1158.8276638627171
160,634.4660490058593
170,1030.7994027948396
173,2071.6841675452156
175,451.5685331946058
179,1069.9917276115366
180,1096.1199441560016
181,2097.8123840896806
182,1150.9891988993777
183,1069.9917276115366
184,978.54296970591
186,3536.8277865965983
195,2012.8956803201697
206,1182.3430587527355
211,1888.786651733962
215,1848.2879160900416
224,1094.8135333287782
226,1017.7352945226071
231,712.8506986392538
235,608.3378324613946
237,1698.0506709593687
238,569.1455076446973
240,1103.958409119341
250,1043.863511067072
251,1077.830192574876
255,992.9134888053657
257,1056.9276193393043
259,1174.504593789396
260,1084.3622467109924
264,1505.517406217214
265,616.176297424734
273,911.9160175175247
277,580.9032050897065
278,1200.6328103338608
279,1128.7802148365827
285,1698.0506709593687
286,1141.844323108815
287,1165.3597179988333
294,1036.0250461037326
295,1158.8276638627171
297,1192.7943453705213
298,1705.8891359227084
299,1994.6059287390444
304,1927.9789765506591
309,621.4019407336269
310,639.6916923147523
312,2032.4918427285183
316,1030.7994027948396
317,630.5468165241896
326,1041.2506894126254
334,1017.7352945226071
336,1056.9276193393043
337,1843.0622727811485
338,1005.9775970775979
343,562.6134535085812
346,1083.055835883769
350,978.54296970591
357,2084.748275817448
358,706.3186445031375
363,1083.055835883769
364,1096.1199441560016
369,906.6903742086317
371,1017.7352945226071
376,1161.4404855171636
383,595.2737241891621
384,952.4147531614451
385,608.3378324613946
386,1187.5687020616283
391,1130.0866256638058
394,1132.6994473182522
397,1122.2481607004663
398,501.61991347253127
416,2113.4893140163595
417,1089.5878900198854
419,2130.472654770261
421,1518.5815144894464
428,455.8955345197178
432,2105.6508490530196
438,588.7416700530459
440,595.2737241891621
443,516.8890745557678
445,597.8865458436086
446,1888.786651733962
457,1132.6994473182522
459,1135.3122689726988
461,608.3378324613946
462,1954.1071930951239
463,608.3378324613946
468,1184.955880407182
473,1056.9276193393043
477,2097.8123840896806
479,1175.8110046166191
480,1143.1507339360383
483,1150.9891988993777
487,659.287854723101
492,2089.9739191263407
496,1056.9276193393043
501,1056.9276193393043
502,1083.055835883769
505,640.9981031419755
507,766.9044156957451
508,1053.0083868576346
513,1161.4404855171636
514,595.2737241891621
516,1848.2879160900416
521,1888.786651733962
524,1835.223807817809
