id,Price_euros
181,1945.4686534170353
708,617.3843678983997
862,414.3095317548534
1064,1196.3193442719632
702,1242.3253359731414
585,1513.869210294749
195,1990.8816032521602
463,554.0982169792017
14,7449.5313298217525
621,1473.9919980304446
1259,1527.793807476309
551,793.2210030221574
358,432.5813942120096
610,490.11417226179515
880,420.3018871939387
655,1051.2418101651604
630,472.0317343843235
483,1444.369542127936
115,1226.4915123251428
297,1628.9719039709337
1162,959.121863262709
666,1013.3792662332492
1278,1817.992173937678
777,1316.698936271993
521,1734.6408167737357
93,634.7178196904526
260,1004.8089792974854
733,421.32163284525427
908,1279.8409067347377
797,404.26389694280465
71,1211.1561817580834
60,1177.3123279719318
608,1961.0787456013225
82,679.5917559957454
540,682.4586800696031
761,1747.2884225793107
473,882.5076072948962
183,1113.9259356025498
186,3525.4213536585967
846,607.8067963317178
901,738.1196245355998
912,1302.9696442035913
27,1108.416647676316
1127,1749.3894563673432
858,1028.8589531991095
958,1711.797000994495
771,707.0967734344524
930,3503.8540008472237
807,324.8711209711662
618,1516.5903406263012
250,1326.0124259143088
334,1155.1713603784985
180,1044.4929014478196
886,297.58036820219627
394,1383.0048151700296
659,900.5687449058908
764,905.9909819172183
428,182.64164718593202
1231,1231.7140654210377
865,1068.7077729251316
1286,1308.5082255118007
635,984.1913519328239
143,530.8128003540558
376,1211.1561817580834
1032,1468.9164517464326
1057,1235.9078295396532
1089,413.80349804376806
87,2696.8404493907155
1072,365.2315021390757
211,1663.429270348219
1003,1050.4469475413573
889,2422.113340129622
1066,1145.425756194639
1225,1072.1948962104018
146,1421.085718965566
1044,1028.9565981120707
1105,1247.0280600191875
59,386.95218967289134
251,1291.545671420193
954,827.047423546893
948,432.5813942120096
887,1370.232354591809
369,1395.1710781696204
1148,758.9572281086737
1062,1368.4804093503028
1135,1568.7506672346265
1180,1727.532022978595
620,1001.9684486586696
304,2067.5911050471177
1048,682.4817211902835
157,477.8418875653217
1128,414.3095317548534
714,1068.7077729251316
993,1146.8353766900175
689,1963.305854807569
443,420.68859040582015
673,1767.9933324851556
975,1146.8353766900175
391,1106.419288135429
810,1121.5145955250694
32,517.477735048695
724,401.8117723258522
287,1226.4915123251428
857,518.812850662571
1087,717.2128944200488
386,1045.835864064709
649,1102.7520045482281
1247,1022.9025651956738
279,1102.747602402457
1176,2051.1841259145704
1125,985.1285081909757
286,1190.9732890659945
937,297.58036820219627
508,613.6699409640289
88,1220.370880675284
446,1734.6408167737357
336,1148.2455784652905
779,982.8794775770732
224,1042.6021009113203
834,1474.178167500487
238,398.27554022281197
582,1128.5664614537957
726,1169.0276456288695
462,1946.6441604279391
863,347.46324575769836
987,1539.218826806735
1118,2036.0317760610735
1151,1394.415181343087
736,1749.3894563673432
957,1460.2036944023582
502,1160.6509745708302
811,1028.9565981120707
898,351.60078397814027
802,1505.6084262567108
265,744.9591867220108
1081,710.3852416888737
104,499.3276627536718
675,2415.739191001737
1209,1156.2460180142082
1004,983.9686579536221
29,466.95430587145734
432,1995.0913827827465
684,2303.6586495813244
240,1043.5093162958135
237,2298.465701968592
152,972.3497796291392
725,998.6548461814575
97,436.34741954572587
1155,1286.9859429857318
746,1954.2581603111478
1143,840.1270100862778
592,993.0186304385545
479,1269.8228044552272
1098,439.6232786951607
903,1129.6125530554561
936,1028.9565981120707
539,1353.3809049207969
653,367.6427746640768
310,410.6166218271826
892,1113.9947423021797
338,1408.6281394025311
705,836.0098312889606
273,1373.7106468919385
758,1289.566381011977
1080,1734.6408167737357
1073,1952.045350606819
480,1416.7410585491855
1267,1986.6824575882004
545,1045.835864064709
153,412.718245947244
573,1969.7104276578305
1150,2122.761213366679
949,2118.6320881173506
160,776.7042562091049
537,1955.241214596131
1102,1386.9416760709535
833,1207.8968334000622
513,1484.309254958783
1202,3893.923501437571
76,1286.9859429857318
514,399.0407542651644
133,2137.1669702296776
1251,435.70631231019274
806,418.4721863623329
1021,296.82135866420526
206,1298.704975939923
870,1322.8076992895592
179,1026.7272314881368
706,505.5460764698148
416,2054.548700295387
534,1725.9620411938943
989,1146.8353766900175
316,979.5905309914499
507,2388.953271649446
817,439.6232786951607
776,1599.667210665126
831,1671.6289047867551
1229,1131.034503228618
295,1201.2095686472323
660,1739.4385136558087
612,847.5931514211118
529,1232.6396487437298
114,1125.3077302209515
492,1897.8398963750826
226,1143.9463471524016
695,126.7321068342992
751,469.9443911288565
644,555.9264962809423
1185,1145.425756194639
917,2118.6320881173506
527,1155.1713603784985
854,1148.7726378053278
182,1430.0418848531574
346,1046.242783492483
90,302.41108960756833
468,1303.0078676947207
1147,295.03333267422136
1061,574.2241227400839
1156,1236.9920066370375
496,1146.8353766900175
312,2056.8941201829484
822,1085.21999553916
337,902.2950168536847
835,1169.2323732611223
255,1154.3980558214146
364,1223.6887818634007
944,2029.2809647619736
1266,429.51291808748033
505,512.1590599938829
350,1062.5161796426485
800,792.4369952529362
567,1087.0095200935286
1242,2036.0317760610735
905,1143.9463471524016
587,1439.6161228299045
922,1054.7058722035893
259,1264.2125345186012
1248,1143.9463471524016
641,421.32163284525427
128,538.0007278823116
215,1791.8772278650024
756,743.6807893906819
1054,811.8806405628677
651,1016.4952217921193
86,1876.4038430204575
1037,1322.8076992895592
1299,1271.166876090277
1109,2801.516988100894
679,688.9467013428587
1099,2037.6181497285909
6,2054.3902998344074
1163,1168.1411485425422
516,1972.6207878914859
1115,1106.419288135429
977,1468.9164517464326
910,1264.0470635390714
962,381.52059156305245
264,1391.6797315174438
83,1002.0131921306686
1295,1008.66195592791
158,1201.2095686472323
487,567.9000543096647
765,717.2128944200488
445,701.0701765458778
617,1269.7587371567636
727,986.3532825812347
108,1758.0935719142374
918,1539.7282451339186
991,1407.9746689837705
81,1527.793807476309
122,1012.063613669234
383,295.03333267422136
951,1043.5093162958135
75,1156.2460180142082
421,882.3596140396842
145,465.42506739013083
8,836.5205513862468
175,698.2849502338333
1123,2056.8941201829484
927,416.49460661782564
875,2778.6559831186614
1029,1005.8330787158595
1265,819.6334167962912
1033,410.86289399163456
663,194.92818566313645
184,843.3633128173162
896,1599.667210665126
688,978.7979766426909
984,399.42388195551825
744,1121.6599122683626
38,766.144842832445
1227,1561.878151110782
605,574.2241227400839
1246,2067.5873862392
77,2029.2809647619736
1252,715.1525712717923
920,913.4969338315661
805,839.672134691443
397,1085.21999553916
231,592.8266434954396
1104,1146.8538871385656
1204,1092.0648739241662
1217,1238.2368403422754
149,1994.294930081934
461,738.1196245355998
21,1292.8676453449282
357,1867.195154082536
780,1950.2121410529992
343,584.7294970809664
737,405.26071166257975
845,777.7096995303134
173,2139.149596591693
781,741.290159088335
1164,491.16597698258465
819,472.0317343843235
277,729.8836889327524
674,1568.5826204622429
1279,2051.25476821378
1255,1212.384813627388
1240,1143.4052590314252
41,1658.8064404066033
719,2075.602595242678
298,2249.105303923913
935,1897.8398963750826
826,1196.9176844024948
278,1375.2144535060436
477,1945.4686534170353
542,401.8117723258522
151,295.03333267422136
900,126.7321068342992
1124,1028.9565981120707
1216,343.65309977101674
459,1121.6599122683626
584,426.93343804385336
294,748.985438250251
1076,902.2092672131287
91,2029.2809647619736
632,1131.6983555024583
1117,426.93343804385336
457,1113.928823961687
326,760.0572802397803
925,2524.6330171850523
398,298.1399665461083
940,1496.2646905384092
363,682.004842898077
906,517.0208865670759
820,632.4436571276458
1020,1435.8681231603252
556,1766.4601973792653
384,1237.4403596465193
885,1313.2698338351531
1285,1439.6263245645498
438,386.95218967289134
837,1550.8653986175784
979,1279.1728985631528
548,427.3719924575405
170,988.60053827055
62,1789.2000702217822
309,424.7124441609501
816,1352.813411477556
22,320.64309138997623
285,2559.598499374005
668,398.27554022281197
417,1281.3128744816324
685,1957.9446944791573
1049,1131.5263502014334
440,934.5640008417142
299,1478.0683300189924
1188,998.7712305979178
552,697.3293858873501
586,345.15821872380934
783,1289.254074456809
1070,988.60053827055
1210,986.6629047988301
1014,405.0090667216739
501,1131.6983555024583
140,1121.6599122683626
235,395.4679025773096
317,762.6771732935251
861,1233.7846359160833
257,1131.6983555024583
1200,302.41108960756833
371,1129.8105169781923
1112,478.04627564588804
419,2165.3847042989537
385,442.2456072261059
1281,1349.238731569297
524,2199.9279077004567
1015,757.1803376964046
1236,364.6336439706258
1036,1489.4616725537542
